selection_rank	first_public_panel_n	genbank_assembly_accession	biosample_accession	ncbi_organism_name	ncbi_organism_taxid	bacselect_species_name	bacselect_species_taxid	assembly_name	submitter	assembly_release_date	panel_identity	selector	selector_version	architecture_schema_version	source_snapshot_sha256	taxonomy_snapshot_sha256	execution_git_commit	ncbi_assembly_url
310	500	GCA_024137965.1	SAMN29351842	Halomonas sp. Y3	2956797	Halomonas sp. Y3	2956797	ASM2413796v1	leshan normal univwesity	2022-07-05	selector-v1-reference	OPS	1.0.0	1	b1b016891ae4e976d03606dfb2f35f74b03d21cf3ec82832f77f4d113bd622d5	005d1b674bb12719c003652c867486f83a5c860b4beb1016adf17f3c56c2d844	3ebce24ac4d1c620e9dde8c84f0c92fea9cc9e01	https://www.ncbi.nlm.nih.gov/assembly/GCA_024137965.1/
311	500	GCA_031195445.1	SAMN37171699	Acuticoccus sp. MNP-M23	3072793	Acuticoccus sp. MNP-M23	3072793	ASM3119544v1	Korea research institute of Bioscience and Biotechnology	2023-09-05	selector-v1-reference	OPS	1.0.0	1	b1b016891ae4e976d03606dfb2f35f74b03d21cf3ec82832f77f4d113bd622d5	005d1b674bb12719c003652c867486f83a5c860b4beb1016adf17f3c56c2d844	3ebce24ac4d1c620e9dde8c84f0c92fea9cc9e01	https://www.ncbi.nlm.nih.gov/assembly/GCA_031195445.1/
312	500	GCA_027912455.1	SAMN32183293	Aurantiacibacter sp. MUD61	3009083	Aurantiacibacter sp. MUD61	3009083	ASM2791245v1	eGnome	2023-01-18	selector-v1-reference	OPS	1.0.0	1	b1b016891ae4e976d03606dfb2f35f74b03d21cf3ec82832f77f4d113bd622d5	005d1b674bb12719c003652c867486f83a5c860b4beb1016adf17f3c56c2d844	3ebce24ac4d1c620e9dde8c84f0c92fea9cc9e01	https://www.ncbi.nlm.nih.gov/assembly/GCA_027912455.1/
313	500	GCA_046764375.1	SAMN46014611	Sphingobacterium sp. Lzh-3	3382150	Sphingobacterium sp. Lzh-3	3382150	ASM4676437v1	Dezhou University	2025-01-19	selector-v1-reference	OPS	1.0.0	1	b1b016891ae4e976d03606dfb2f35f74b03d21cf3ec82832f77f4d113bd622d5	005d1b674bb12719c003652c867486f83a5c860b4beb1016adf17f3c56c2d844	3ebce24ac4d1c620e9dde8c84f0c92fea9cc9e01	https://www.ncbi.nlm.nih.gov/assembly/GCA_046764375.1/
314	500	GCA_001922365.1	SAMN04014843	Enterobacter cloacae complex sp. AR_0002	2798729	Enterobacter cloacae complex sp. AR_0002	2798729	ASM192236v1	Centers for Disease Control and Prevention	2016-12-27	selector-v1-reference	OPS	1.0.0	1	b1b016891ae4e976d03606dfb2f35f74b03d21cf3ec82832f77f4d113bd622d5	005d1b674bb12719c003652c867486f83a5c860b4beb1016adf17f3c56c2d844	3ebce24ac4d1c620e9dde8c84f0c92fea9cc9e01	https://www.ncbi.nlm.nih.gov/assembly/GCA_001922365.1/
315	500	GCA_018459925.1	SAMN19134681	Nocardioides aquaticus	160826	Nocardioides aquaticus	160826	ASM1845992v1	Korea Polar Research Institute, Republic of Korea	2021-05-24	selector-v1-reference	OPS	1.0.0	1	b1b016891ae4e976d03606dfb2f35f74b03d21cf3ec82832f77f4d113bd622d5	005d1b674bb12719c003652c867486f83a5c860b4beb1016adf17f3c56c2d844	3ebce24ac4d1c620e9dde8c84f0c92fea9cc9e01	https://www.ncbi.nlm.nih.gov/assembly/GCA_018459925.1/
316	500	GCA_000948985.2	SAMN03278134	Thalassomonas viridans	137584	Thalassomonas viridans	137584	ASM94898v2	University of the Western Cape	2023-02-17	selector-v1-reference	OPS	1.0.0	1	b1b016891ae4e976d03606dfb2f35f74b03d21cf3ec82832f77f4d113bd622d5	005d1b674bb12719c003652c867486f83a5c860b4beb1016adf17f3c56c2d844	3ebce24ac4d1c620e9dde8c84f0c92fea9cc9e01	https://www.ncbi.nlm.nih.gov/assembly/GCA_000948985.2/
317	500	GCA_027912835.1	SAMN32497627	Paracoccus sediminicola	3017783	Paracoccus sediminicola	3017783	ASM2791283v1	South China Sea Institute of Oceanology	2023-01-18	selector-v1-reference	OPS	1.0.0	1	b1b016891ae4e976d03606dfb2f35f74b03d21cf3ec82832f77f4d113bd622d5	005d1b674bb12719c003652c867486f83a5c860b4beb1016adf17f3c56c2d844	3ebce24ac4d1c620e9dde8c84f0c92fea9cc9e01	https://www.ncbi.nlm.nih.gov/assembly/GCA_027912835.1/
318	500	GCA_047305335.1	SAMN30113950	Streptomyces sp. R-74717	2969820	Streptomyces sp. R-74717	2969820	ASM4730533v1	Ghent University	2025-01-29	selector-v1-reference	OPS	1.0.0	1	b1b016891ae4e976d03606dfb2f35f74b03d21cf3ec82832f77f4d113bd622d5	005d1b674bb12719c003652c867486f83a5c860b4beb1016adf17f3c56c2d844	3ebce24ac4d1c620e9dde8c84f0c92fea9cc9e01	https://www.ncbi.nlm.nih.gov/assembly/GCA_047305335.1/
319	500	GCA_045571445.1	SAMN33769203	Bradyrhizobium sp. STM 3566	578928	Bradyrhizobium sp. STM 3566	578928	STM3566_v1	IRD	2024-12-03	selector-v1-reference	OPS	1.0.0	1	b1b016891ae4e976d03606dfb2f35f74b03d21cf3ec82832f77f4d113bd622d5	005d1b674bb12719c003652c867486f83a5c860b4beb1016adf17f3c56c2d844	3ebce24ac4d1c620e9dde8c84f0c92fea9cc9e01	https://www.ncbi.nlm.nih.gov/assembly/GCA_045571445.1/
320	500	GCA_039696685.1	SAMN41278733	Vibrio sp. CDRSL-10 TSBA	3145234	Vibrio sp. CDRSL-10 TSBA	3145234	ASM3969668v1	CSIR-IMTECH	2024-05-20	selector-v1-reference	OPS	1.0.0	1	b1b016891ae4e976d03606dfb2f35f74b03d21cf3ec82832f77f4d113bd622d5	005d1b674bb12719c003652c867486f83a5c860b4beb1016adf17f3c56c2d844	3ebce24ac4d1c620e9dde8c84f0c92fea9cc9e01	https://www.ncbi.nlm.nih.gov/assembly/GCA_039696685.1/
321	500	GCA_041893525.1	SAMN43404215	Phaeobacter bryozoorum	1086632	Phaeobacter bryozoorum	1086632	ASM4189352v1	Technical university of Denmark	2024-09-10	selector-v1-reference	OPS	1.0.0	1	b1b016891ae4e976d03606dfb2f35f74b03d21cf3ec82832f77f4d113bd622d5	005d1b674bb12719c003652c867486f83a5c860b4beb1016adf17f3c56c2d844	3ebce24ac4d1c620e9dde8c84f0c92fea9cc9e01	https://www.ncbi.nlm.nih.gov/assembly/GCA_041893525.1/
322	500	GCA_045040605.1	SAMN24536047	Pseudoalteromonas sp. PB2-1	2907242	Pseudoalteromonas sp. PB2-1	2907242	ASM4504060v1	Centre for Marine Science and Innovation, University of New South Wales Sydney	2024-09-24	selector-v1-reference	OPS	1.0.0	1	b1b016891ae4e976d03606dfb2f35f74b03d21cf3ec82832f77f4d113bd622d5	005d1b674bb12719c003652c867486f83a5c860b4beb1016adf17f3c56c2d844	3ebce24ac4d1c620e9dde8c84f0c92fea9cc9e01	https://www.ncbi.nlm.nih.gov/assembly/GCA_045040605.1/
323	500	GCA_045571465.1	SAMN33769200	Bradyrhizobium sp. STM 3557	578920	Bradyrhizobium sp. STM 3557	578920	STM3557_v1	IRD	2024-12-03	selector-v1-reference	OPS	1.0.0	1	b1b016891ae4e976d03606dfb2f35f74b03d21cf3ec82832f77f4d113bd622d5	005d1b674bb12719c003652c867486f83a5c860b4beb1016adf17f3c56c2d844	3ebce24ac4d1c620e9dde8c84f0c92fea9cc9e01	https://www.ncbi.nlm.nih.gov/assembly/GCA_045571465.1/
324	500	GCA_027362595.1	SAMN32252641	Providencia sp. 21OH12SH02B-Prov	3015951	Providencia sp. 21OH12SH02B-Prov	3015951	ASM2736259v1	FDA-CVM	2022-12-27	selector-v1-reference	OPS	1.0.0	1	b1b016891ae4e976d03606dfb2f35f74b03d21cf3ec82832f77f4d113bd622d5	005d1b674bb12719c003652c867486f83a5c860b4beb1016adf17f3c56c2d844	3ebce24ac4d1c620e9dde8c84f0c92fea9cc9e01	https://www.ncbi.nlm.nih.gov/assembly/GCA_027362595.1/
325	500	GCA_019968685.1	SAMN18917008	Serratia sp. JSRIV006	2831896	Serratia sp. JSRIV006	2831896	ASM1996868v1	Kyoto University	2021-09-14	selector-v1-reference	OPS	1.0.0	1	b1b016891ae4e976d03606dfb2f35f74b03d21cf3ec82832f77f4d113bd622d5	005d1b674bb12719c003652c867486f83a5c860b4beb1016adf17f3c56c2d844	3ebce24ac4d1c620e9dde8c84f0c92fea9cc9e01	https://www.ncbi.nlm.nih.gov/assembly/GCA_019968685.1/
326	500	GCA_023380245.1	SAMN26370966	Bombilactobacillus thymidiniphilus	2923363	Bombilactobacillus thymidiniphilus	2923363	ASM2338024v1	The University of Adelaide	2022-05-17	selector-v1-reference	OPS	1.0.0	1	b1b016891ae4e976d03606dfb2f35f74b03d21cf3ec82832f77f4d113bd622d5	005d1b674bb12719c003652c867486f83a5c860b4beb1016adf17f3c56c2d844	3ebce24ac4d1c620e9dde8c84f0c92fea9cc9e01	https://www.ncbi.nlm.nih.gov/assembly/GCA_023380245.1/
327	500	GCA_030908605.1	SAMN36990582	Geobacillus kaustophilus	1462	Geobacillus kaustophilus	1462	ASM3090860v1	Technion	2023-08-27	selector-v1-reference	OPS	1.0.0	1	b1b016891ae4e976d03606dfb2f35f74b03d21cf3ec82832f77f4d113bd622d5	005d1b674bb12719c003652c867486f83a5c860b4beb1016adf17f3c56c2d844	3ebce24ac4d1c620e9dde8c84f0c92fea9cc9e01	https://www.ncbi.nlm.nih.gov/assembly/GCA_030908605.1/
328	500	GCA_000261045.2	SAMN02470676	Serratia inhibens PRI-2C	1154756	Serratia inhibens	2338073	ASM26104v2	NIOO-KNAW	2016-07-15	selector-v1-reference	OPS	1.0.0	1	b1b016891ae4e976d03606dfb2f35f74b03d21cf3ec82832f77f4d113bd622d5	005d1b674bb12719c003652c867486f83a5c860b4beb1016adf17f3c56c2d844	3ebce24ac4d1c620e9dde8c84f0c92fea9cc9e01	https://www.ncbi.nlm.nih.gov/assembly/GCA_000261045.2/
329	500	GCA_033798705.1	SAMN38084912	Cyanobacterium aponinum AL20115	3090662	Cyanobacterium aponinum	379064	ASM3379870v1	Academia Sinica	2023-11-18	selector-v1-reference	OPS	1.0.0	1	b1b016891ae4e976d03606dfb2f35f74b03d21cf3ec82832f77f4d113bd622d5	005d1b674bb12719c003652c867486f83a5c860b4beb1016adf17f3c56c2d844	3ebce24ac4d1c620e9dde8c84f0c92fea9cc9e01	https://www.ncbi.nlm.nih.gov/assembly/GCA_033798705.1/
330	500	GCA_046529545.1	SAMN35524086	Streptomyces sp. KL2	3050126	Streptomyces sp. KL2	3050126	ASM4652954v1	Inner Mongolia Agricultural University	2025-01-07	selector-v1-reference	OPS	1.0.0	1	b1b016891ae4e976d03606dfb2f35f74b03d21cf3ec82832f77f4d113bd622d5	005d1b674bb12719c003652c867486f83a5c860b4beb1016adf17f3c56c2d844	3ebce24ac4d1c620e9dde8c84f0c92fea9cc9e01	https://www.ncbi.nlm.nih.gov/assembly/GCA_046529545.1/
331	500	GCA_003609835.1	SAMD00065690	Sphingopyxis sp. FD7	1914525	Sphingopyxis sp. FD7	1914525	ASM360983v1	Department of Material and Environmental Chemistry, Graduate School of Engineering, Utsunomiya University	2018-07-01	selector-v1-reference	OPS	1.0.0	1	b1b016891ae4e976d03606dfb2f35f74b03d21cf3ec82832f77f4d113bd622d5	005d1b674bb12719c003652c867486f83a5c860b4beb1016adf17f3c56c2d844	3ebce24ac4d1c620e9dde8c84f0c92fea9cc9e01	https://www.ncbi.nlm.nih.gov/assembly/GCA_003609835.1/
332	500	GCA_000013045.1	SAMN02604045	Salinibacter ruber DSM 13855	309807	Salinibacter ruber	146919	ASM1304v1	TIGR	2005-12-20	selector-v1-reference	OPS	1.0.0	1	b1b016891ae4e976d03606dfb2f35f74b03d21cf3ec82832f77f4d113bd622d5	005d1b674bb12719c003652c867486f83a5c860b4beb1016adf17f3c56c2d844	3ebce24ac4d1c620e9dde8c84f0c92fea9cc9e01	https://www.ncbi.nlm.nih.gov/assembly/GCA_000013045.1/
333	500	GCA_029919255.1	SAMN33745866	cyanobacterium endosymbiont of Epithemia clementina EcSB	3034674	cyanobacterium endosymbiont of Epithemia clementina EcSB	3034674	ASM2991925v1	Stanford University	2023-05-02	selector-v1-reference	OPS	1.0.0	1	b1b016891ae4e976d03606dfb2f35f74b03d21cf3ec82832f77f4d113bd622d5	005d1b674bb12719c003652c867486f83a5c860b4beb1016adf17f3c56c2d844	3ebce24ac4d1c620e9dde8c84f0c92fea9cc9e01	https://www.ncbi.nlm.nih.gov/assembly/GCA_029919255.1/
334	500	GCA_019355395.1	SAMN14089677	Chordicoccus furentiruminis	2709410	Chordicoccus furentiruminis	2709410	ASM1935539v1	Ascus Biosciences	2021-07-27	selector-v1-reference	OPS	1.0.0	1	b1b016891ae4e976d03606dfb2f35f74b03d21cf3ec82832f77f4d113bd622d5	005d1b674bb12719c003652c867486f83a5c860b4beb1016adf17f3c56c2d844	3ebce24ac4d1c620e9dde8c84f0c92fea9cc9e01	https://www.ncbi.nlm.nih.gov/assembly/GCA_019355395.1/
335	500	GCA_000015265.1	SAMN02598280	Nocardioides sp. JS614	196162	Nocardioides sp. JS614	196162	ASM1526v1	DOE Joint Genome Institute	2006-12-18	selector-v1-reference	OPS	1.0.0	1	b1b016891ae4e976d03606dfb2f35f74b03d21cf3ec82832f77f4d113bd622d5	005d1b674bb12719c003652c867486f83a5c860b4beb1016adf17f3c56c2d844	3ebce24ac4d1c620e9dde8c84f0c92fea9cc9e01	https://www.ncbi.nlm.nih.gov/assembly/GCA_000015265.1/
336	500	GCA_003206515.1	SAMN09356193	Deinococcus actinosclerus	1768108	Deinococcus actinosclerus	1768108	ASM320651v1	Shanghai Jiaotong University	2018-06-11	selector-v1-reference	OPS	1.0.0	1	b1b016891ae4e976d03606dfb2f35f74b03d21cf3ec82832f77f4d113bd622d5	005d1b674bb12719c003652c867486f83a5c860b4beb1016adf17f3c56c2d844	3ebce24ac4d1c620e9dde8c84f0c92fea9cc9e01	https://www.ncbi.nlm.nih.gov/assembly/GCA_003206515.1/
337	500	GCA_023100665.1	SAMN16538646	Bradyrhizobium sp. CW1	2782686	Bradyrhizobium sp. CW1	2782686	ASM2310066v1	Oregon State University	2022-04-25	selector-v1-reference	OPS	1.0.0	1	b1b016891ae4e976d03606dfb2f35f74b03d21cf3ec82832f77f4d113bd622d5	005d1b674bb12719c003652c867486f83a5c860b4beb1016adf17f3c56c2d844	3ebce24ac4d1c620e9dde8c84f0c92fea9cc9e01	https://www.ncbi.nlm.nih.gov/assembly/GCA_023100665.1/
338	500	GCA_003030465.1	SAMN02370758	Thauera aromatica K172	44139	Thauera aromatica	59405	ASM303046v1	Helmholtz Centre for Environmental Research - UFZ	2018-04-02	selector-v1-reference	OPS	1.0.0	1	b1b016891ae4e976d03606dfb2f35f74b03d21cf3ec82832f77f4d113bd622d5	005d1b674bb12719c003652c867486f83a5c860b4beb1016adf17f3c56c2d844	3ebce24ac4d1c620e9dde8c84f0c92fea9cc9e01	https://www.ncbi.nlm.nih.gov/assembly/GCA_003030465.1/
339	500	GCA_041200145.1	SAMN42719344	Bradyrhizobium zaerense	3239388	Bradyrhizobium zaerense	3239388	Brady_LLZ17_1.1	University of Mohammed V	2024-08-11	selector-v1-reference	OPS	1.0.0	1	b1b016891ae4e976d03606dfb2f35f74b03d21cf3ec82832f77f4d113bd622d5	005d1b674bb12719c003652c867486f83a5c860b4beb1016adf17f3c56c2d844	3ebce24ac4d1c620e9dde8c84f0c92fea9cc9e01	https://www.ncbi.nlm.nih.gov/assembly/GCA_041200145.1/
340	500	GCA_050954615.1	SAMN42902475	Saccharopolyspora sp. CA-218241	3240027	Saccharopolyspora sp. CA-218241	3240027	MDNA_WGS_011_assembly	Technical University of Denmark	2025-06-17	selector-v1-reference	OPS	1.0.0	1	b1b016891ae4e976d03606dfb2f35f74b03d21cf3ec82832f77f4d113bd622d5	005d1b674bb12719c003652c867486f83a5c860b4beb1016adf17f3c56c2d844	3ebce24ac4d1c620e9dde8c84f0c92fea9cc9e01	https://www.ncbi.nlm.nih.gov/assembly/GCA_050954615.1/
341	500	GCA_047325135.1	SAMN43145691	Ralstonia sp. Ralssp110	3243004	Ralstonia sp. Ralssp110	3243004	Ralssp110_v1.0	North Carolina State University	2025-01-30	selector-v1-reference	OPS	1.0.0	1	b1b016891ae4e976d03606dfb2f35f74b03d21cf3ec82832f77f4d113bd622d5	005d1b674bb12719c003652c867486f83a5c860b4beb1016adf17f3c56c2d844	3ebce24ac4d1c620e9dde8c84f0c92fea9cc9e01	https://www.ncbi.nlm.nih.gov/assembly/GCA_047325135.1/
342	500	GCA_003966715.1	SAMD00131669	Blastochloris tepida	2233851	Blastochloris tepida	2233851	ASM396671v1	National Institute of Genetics	2018-08-29	selector-v1-reference	OPS	1.0.0	1	b1b016891ae4e976d03606dfb2f35f74b03d21cf3ec82832f77f4d113bd622d5	005d1b674bb12719c003652c867486f83a5c860b4beb1016adf17f3c56c2d844	3ebce24ac4d1c620e9dde8c84f0c92fea9cc9e01	https://www.ncbi.nlm.nih.gov/assembly/GCA_003966715.1/
343	500	GCA_001953075.1	SAMN06199441	Parahalioglobus pacificus	930806	Parahalioglobus pacificus	930806	ASM195307v1	Pukyong National University	2017-01-17	selector-v1-reference	OPS	1.0.0	1	b1b016891ae4e976d03606dfb2f35f74b03d21cf3ec82832f77f4d113bd622d5	005d1b674bb12719c003652c867486f83a5c860b4beb1016adf17f3c56c2d844	3ebce24ac4d1c620e9dde8c84f0c92fea9cc9e01	https://www.ncbi.nlm.nih.gov/assembly/GCA_001953075.1/
344	500	GCA_051307035.1	SAMN49498053	Psychrobacter sp. DM4	3440637	Psychrobacter sp. DM4	3440637	ASM5130703v1	Pukyong National University	2025-07-14	selector-v1-reference	OPS	1.0.0	1	b1b016891ae4e976d03606dfb2f35f74b03d21cf3ec82832f77f4d113bd622d5	005d1b674bb12719c003652c867486f83a5c860b4beb1016adf17f3c56c2d844	3ebce24ac4d1c620e9dde8c84f0c92fea9cc9e01	https://www.ncbi.nlm.nih.gov/assembly/GCA_051307035.1/
345	500	GCA_964031135.1	SAMEA115496733	Spiroplasma endosymbiont of Aleiodes alternator	3139329	Spiroplasma endosymbiont of Aleiodes alternator	3139329	iyAleAlte1.Spiroplasma_sp_1.1	WELLCOME SANGER INSTITUTE	2024-04-20	selector-v1-reference	OPS	1.0.0	1	b1b016891ae4e976d03606dfb2f35f74b03d21cf3ec82832f77f4d113bd622d5	005d1b674bb12719c003652c867486f83a5c860b4beb1016adf17f3c56c2d844	3ebce24ac4d1c620e9dde8c84f0c92fea9cc9e01	https://www.ncbi.nlm.nih.gov/assembly/GCA_964031135.1/
346	500	GCA_003428335.1	SAMN09840077	Solimonas sp. K1W22B-7	2303331	Solimonas sp. K1W22B-7	2303331	ASM342833v1	Chinese Academy of Sciences	2018-08-26	selector-v1-reference	OPS	1.0.0	1	b1b016891ae4e976d03606dfb2f35f74b03d21cf3ec82832f77f4d113bd622d5	005d1b674bb12719c003652c867486f83a5c860b4beb1016adf17f3c56c2d844	3ebce24ac4d1c620e9dde8c84f0c92fea9cc9e01	https://www.ncbi.nlm.nih.gov/assembly/GCA_003428335.1/
347	500	GCA_002157225.2	SAMN06187574	Agarilytica rhodophyticola	1737490	Agarilytica rhodophyticola	1737490	ASM215722v2	Shandong University at Weihai	2017-06-13	selector-v1-reference	OPS	1.0.0	1	b1b016891ae4e976d03606dfb2f35f74b03d21cf3ec82832f77f4d113bd622d5	005d1b674bb12719c003652c867486f83a5c860b4beb1016adf17f3c56c2d844	3ebce24ac4d1c620e9dde8c84f0c92fea9cc9e01	https://www.ncbi.nlm.nih.gov/assembly/GCA_002157225.2/
348	500	GCA_039858645.1	SAMN41415849	Pseudomonas anguilliseptica	53406	Pseudomonas anguilliseptica	53406	ASM3985864v1	Sichuan Agricultural University, College of veterinary medicine	2024-05-27	selector-v1-reference	OPS	1.0.0	1	b1b016891ae4e976d03606dfb2f35f74b03d21cf3ec82832f77f4d113bd622d5	005d1b674bb12719c003652c867486f83a5c860b4beb1016adf17f3c56c2d844	3ebce24ac4d1c620e9dde8c84f0c92fea9cc9e01	https://www.ncbi.nlm.nih.gov/assembly/GCA_039858645.1/
349	500	GCA_038024165.1	SAMN40517797	Polaribacter vadi	1774273	Polaribacter vadi	1774273	ASM3802416v1	Cong Sun Research Group	2024-04-08	selector-v1-reference	OPS	1.0.0	1	b1b016891ae4e976d03606dfb2f35f74b03d21cf3ec82832f77f4d113bd622d5	005d1b674bb12719c003652c867486f83a5c860b4beb1016adf17f3c56c2d844	3ebce24ac4d1c620e9dde8c84f0c92fea9cc9e01	https://www.ncbi.nlm.nih.gov/assembly/GCA_038024165.1/
350	500	GCA_045208415.1	SAMN30553321	Kitasatospora sp. NBC_01560	2975965	Kitasatospora sp. NBC_01560	2975965	ASM4520841v1	Technical University of Denmark	2024-01-23	selector-v1-reference	OPS	1.0.0	1	b1b016891ae4e976d03606dfb2f35f74b03d21cf3ec82832f77f4d113bd622d5	005d1b674bb12719c003652c867486f83a5c860b4beb1016adf17f3c56c2d844	3ebce24ac4d1c620e9dde8c84f0c92fea9cc9e01	https://www.ncbi.nlm.nih.gov/assembly/GCA_045208415.1/
351	500	GCA_029392135.1	SAMN31060675	Acinetobacter sp. ESL0695	2983215	Acinetobacter sp. ESL0695	2983215	ASM2939213v1	University of Lausanne	2023-03-27	selector-v1-reference	OPS	1.0.0	1	b1b016891ae4e976d03606dfb2f35f74b03d21cf3ec82832f77f4d113bd622d5	005d1b674bb12719c003652c867486f83a5c860b4beb1016adf17f3c56c2d844	3ebce24ac4d1c620e9dde8c84f0c92fea9cc9e01	https://www.ncbi.nlm.nih.gov/assembly/GCA_029392135.1/
352	500	GCA_014189505.1	SAMN14403982	Phyllobacterium sp. 628	2718938	Phyllobacterium sp. 628	2718938	ASM1418950v1	ARRIAM	2020-08-14	selector-v1-reference	OPS	1.0.0	1	b1b016891ae4e976d03606dfb2f35f74b03d21cf3ec82832f77f4d113bd622d5	005d1b674bb12719c003652c867486f83a5c860b4beb1016adf17f3c56c2d844	3ebce24ac4d1c620e9dde8c84f0c92fea9cc9e01	https://www.ncbi.nlm.nih.gov/assembly/GCA_014189505.1/
353	500	GCA_012516475.1	SAMN14564124	Parasphingorhabdus halotolerans	2725558	Parasphingorhabdus halotolerans	2725558	ASM1251647v1	Jeju National University	2020-04-19	selector-v1-reference	OPS	1.0.0	1	b1b016891ae4e976d03606dfb2f35f74b03d21cf3ec82832f77f4d113bd622d5	005d1b674bb12719c003652c867486f83a5c860b4beb1016adf17f3c56c2d844	3ebce24ac4d1c620e9dde8c84f0c92fea9cc9e01	https://www.ncbi.nlm.nih.gov/assembly/GCA_012516475.1/
354	500	GCA_003019815.1	SAMN08473591	Variovorax sp. PMC12	2126319	Variovorax sp. PMC12	2126319	ASM301981v1	National Institute of Agricultural Sciences	2018-03-27	selector-v1-reference	OPS	1.0.0	1	b1b016891ae4e976d03606dfb2f35f74b03d21cf3ec82832f77f4d113bd622d5	005d1b674bb12719c003652c867486f83a5c860b4beb1016adf17f3c56c2d844	3ebce24ac4d1c620e9dde8c84f0c92fea9cc9e01	https://www.ncbi.nlm.nih.gov/assembly/GCA_003019815.1/
355	500	GCA_040314805.1	SAMN36699634	Trinickia caryophylli	28094	Trinickia caryophylli	28094	SMRTlink v11.1.0	Animal and Plant Quarantine Agency	2024-06-25	selector-v1-reference	OPS	1.0.0	1	b1b016891ae4e976d03606dfb2f35f74b03d21cf3ec82832f77f4d113bd622d5	005d1b674bb12719c003652c867486f83a5c860b4beb1016adf17f3c56c2d844	3ebce24ac4d1c620e9dde8c84f0c92fea9cc9e01	https://www.ncbi.nlm.nih.gov/assembly/GCA_040314805.1/
356	500	GCA_027924845.1	SAMD00553064	Vibrio nigripulchritudo	28173	Vibrio nigripulchritudo	28173	ASM2792484v1	Laboratory of Genome Science Graduate School of Marine Science and Technology, Tokyo University of Marine Science and Technology	2022-12-21	selector-v1-reference	OPS	1.0.0	1	b1b016891ae4e976d03606dfb2f35f74b03d21cf3ec82832f77f4d113bd622d5	005d1b674bb12719c003652c867486f83a5c860b4beb1016adf17f3c56c2d844	3ebce24ac4d1c620e9dde8c84f0c92fea9cc9e01	https://www.ncbi.nlm.nih.gov/assembly/GCA_027924845.1/
357	500	GCA_001931675.1	SAMN04433088	Pandoraea thiooxydans	445709	Pandoraea thiooxydans	445709	ASM193167v1	Chungbuk National University	2017-01-04	selector-v1-reference	OPS	1.0.0	1	b1b016891ae4e976d03606dfb2f35f74b03d21cf3ec82832f77f4d113bd622d5	005d1b674bb12719c003652c867486f83a5c860b4beb1016adf17f3c56c2d844	3ebce24ac4d1c620e9dde8c84f0c92fea9cc9e01	https://www.ncbi.nlm.nih.gov/assembly/GCA_001931675.1/
358	500	GCA_045207295.1	SAMN30553254	Streptomyces sp. NBC_00826	2975845	Streptomyces sp. NBC_00826	2975845	ASM4520729v1	Technical University of Denmark	2024-01-23	selector-v1-reference	OPS	1.0.0	1	b1b016891ae4e976d03606dfb2f35f74b03d21cf3ec82832f77f4d113bd622d5	005d1b674bb12719c003652c867486f83a5c860b4beb1016adf17f3c56c2d844	3ebce24ac4d1c620e9dde8c84f0c92fea9cc9e01	https://www.ncbi.nlm.nih.gov/assembly/GCA_045207295.1/
359	500	GCA_052056295.1	SAMN46716610	Catenovulum sp. SX2	3398614	Catenovulum sp. SX2	3398614	ASM5205629v1	Universiti Sains Malaysia	2025-08-15	selector-v1-reference	OPS	1.0.0	1	b1b016891ae4e976d03606dfb2f35f74b03d21cf3ec82832f77f4d113bd622d5	005d1b674bb12719c003652c867486f83a5c860b4beb1016adf17f3c56c2d844	3ebce24ac4d1c620e9dde8c84f0c92fea9cc9e01	https://www.ncbi.nlm.nih.gov/assembly/GCA_052056295.1/
360	500	GCA_014681765.1	SAMN15922049	Roseicitreum antarcticum	564137	Roseicitreum antarcticum	564137	ASM1468176v1	Polar Research Institute of China	2020-09-22	selector-v1-reference	OPS	1.0.0	1	b1b016891ae4e976d03606dfb2f35f74b03d21cf3ec82832f77f4d113bd622d5	005d1b674bb12719c003652c867486f83a5c860b4beb1016adf17f3c56c2d844	3ebce24ac4d1c620e9dde8c84f0c92fea9cc9e01	https://www.ncbi.nlm.nih.gov/assembly/GCA_014681765.1/
361	500	GCA_037126435.1	SAMN40232245	Bernardetia sp. ABR2-2B	3127472	Bernardetia sp. ABR2-2B	3127472	ASM3712643v1	Korea research  institute of Bioscience  and Biotechnology	2024-03-13	selector-v1-reference	OPS	1.0.0	1	b1b016891ae4e976d03606dfb2f35f74b03d21cf3ec82832f77f4d113bd622d5	005d1b674bb12719c003652c867486f83a5c860b4beb1016adf17f3c56c2d844	3ebce24ac4d1c620e9dde8c84f0c92fea9cc9e01	https://www.ncbi.nlm.nih.gov/assembly/GCA_037126435.1/
362	500	GCA_034347405.1	SAMN36999980	Pseudomonas sp. CCC3.1	3048607	Pseudomonas sp. CCC3.1	3048607	ASM3434740v1	Aarhus Universitet Tech ENVS	2023-12-13	selector-v1-reference	OPS	1.0.0	1	b1b016891ae4e976d03606dfb2f35f74b03d21cf3ec82832f77f4d113bd622d5	005d1b674bb12719c003652c867486f83a5c860b4beb1016adf17f3c56c2d844	3ebce24ac4d1c620e9dde8c84f0c92fea9cc9e01	https://www.ncbi.nlm.nih.gov/assembly/GCA_034347405.1/
